,Gender,Discipline,Career Stage,EPAO
1,f,"geochemistry, geology",assistant professor,Earth
2,f,planetary science,assistant professor,Planet
3,f,planetary science,assistant professor,Planet
4,f,planetary science,assistant professor,Planet
5,m,planetary science,assistant professor,Planet
6,m,planetary science,assistant professor,Planet
7,m,geophysics,assistant professor,Earth
8,m,planetary science,assistant professor,Planet
9,f,planetary science,assistant professor,Planet
10,m,planetary science,assistant professor,Planet
11,f,geobiology,assistant professor,Earth
12,m,planetary science,assistant professor,Planet
13,m,planetary science,associate professor,Planet
14,f,"geophysics, geology",associate professor,Earth
15,m,planetary science,associate professor,Planet
16,f,planetary science,associate professor,Planet
17,m,"geology, geochemistry",associate professor,Earth
18,f,planetary science,associate professor,Planet
19,f,ecology,associate professor,
20,f,"geophysics, planetary science",associate professor,Planet
21,f,planetary science,associate professor,Planet
22,m,planetary science,associate professor,Planet
23,m,"biogeochemistry, geochemistry",professor,Earth
24,m,"geophysics, geology",professor,Earth
25,m,ecology,professor,
26,m,planetary science,professor,Planet
27,m,planetary science,professor,Planet
28,m,"geochemistry, geology",professor,Earth
29,m,geochemistry,professor,Earth
30,m,"geology, planetary science",professor,Planet
31,m,planetary science,professor,Planet
32,f,planetary science,professor,Planet
33,m,"planetary science, geobiology, paleontology, geology",professor,Planet
34,m,geophysics,professor,Earth
35,f,"biogeochemistry, geochemistry, geobiology",professor,Earth
36,m,geochemistry,professor,Earth
37,m,atmospheric chemistry,professor,Atmosphere
38,m,"planetary science, geochemistry ",professor,Planet
39,m,"planetary science, geology",professor,Planet
40,m,planetary science,professor,Planet
41,m,geology,professor,Earth
42,m,planetary science,professor,Planet
43,m,planetary science,professor,Planet
44,m,"hydrology, geochemistry, chemical oceanography",professor,Ocean
45,m,education,professor,
46,m,geology,professor,Earth
47,m,biogeochemistry,professor,Earth
48,m,planetary science,professor,Planet
49,m,planetary science,professor,Planet
50,m,hydrology,professor,
51,f,"planetary science, geochemistry ",professor,Planet
52,m,geomorphology,professor,Earth
53,m,geomorphology,professor,Earth
54,m,planetary science,professor,Planet
55,f,planetary science,professor,Planet
56,m,planetary science,professor,Planet
57,m,geophysics,professor,Earth
58,f,"biogeochemistry, chemical oceanography, biological oceanography",assistant professor,Ocean
59,f,geophysics,assistant professor,Earth
60,m,"biogeochemistry, geochemistry, geobiology",assistant professor,Earth
61,m,"atmospheric dynamics, climate dynamics",associate professor,Atmosphere
62,m,"paleoclimate, geology",associate professor,Earth
63,m,geophysics,professor,Earth
64,m,geology,professor,Earth
65,f,"geochemistry, geobiology",professor,Earth
66,m,"biogeochemistry, chemical oceanography",professor,Ocean
67,f,atmospheric chemistry,professor,Atmosphere
68,m,planetary science,professor,Planet
69,m,geophysics,professor,Earth
70,m,planetary science,professor,Planet
71,m,atmospheric chemistry,professor,Atmosphere
72,m,"glaciology, geophysics",professor,Earth
73,m,"geomorphology, ecology",professor,Earth
74,m,geophysics,professor,Earth
75,f,"atmospheric dynamics, biogeochemistry",professor,Atmosphere
76,m,"geophysics, geomorphology",professor,Earth
77,m,geophysics,professor,Earth
78,f,geophysics,professor,Earth
79,m,atmospheric dynamics,professor,Atmosphere
80,m,geochemistry,professor,Earth
81,m,"hydrology, geology",professor,Earth
82,m,geology,professor,Earth
83,f,biogeochemistry,professor,Earth
84,f,"geology, geochemistry",professor,Earth
85,m,geophysics,assistant professor,Earth
86,m,geology,associate professor,Earth
87,f,geophysics,associate professor,Earth
88,m,geochemistry,associate professor,Earth
89,m,geophysics,associate professor,Earth
90,m,geophysics,associate professor,Earth
91,f,"climate dynamics, biogeochemistry",associate professor,Earth
92,m,geology,professor,Earth
93,m,"geochemistry, geophysics",professor,Earth
94,m,geomorphology,professor,Earth
95,f,geophysics,professor,Earth
96,m,physical oceanography,professor,Ocean
97,m,"paleoclimate, biogeochemistry",professor,Earth
98,m,"paleoclimate, geochemistry, biogeochemistry",professor,Earth
99,m,"geology, geochemistry",professor,Earth
100,m,hydrology,professor,
101,m,"geophysics, geology",professor,Earth
102,m,"geochemistry, biogeochemistry",professor,Earth
103,f,geophysics,professor,Earth
104,f,geology,assistant professor,Earth
105,m,physical oceanography,assistant professor,Ocean
106,f,planetary science,assistant professor,Planet
107,m,geophysics,assistant professor,Earth
108,m,"geochemistry, geology",assistant professor,Earth
109,m,geophysics,assistant professor,Earth
110,m,geochemistry,professor,Earth
111,m,"geochemistry, geology",professor,Earth
112,m,"geology, geophysics",professor,Earth
113,m,planetary science,professor,Planet
114,m,"geochemistry, planetary science",professor,Planet
115,f,atmospheric dynamics,professor,Atmosphere
116,m,planetary science,professor,Planet
117,m,geophysics,professor,Earth
118,f,"geology, planetary science",professor,Planet
119,m,"geochemistry, geology",professor,Earth
120,m,"geochemistry, geology",professor,Earth
121,m,"geobiology, geology",professor,Earth
122,m,"biogeochemistry, geochemistry, climate dynamics",professor,Earth
123,m,"geobiology, geology",professor,Earth
124,m,geophysics,professor,Earth
125,m,geophysics,professor,Earth
126,m,"planetary science, atmospheric dynamics",professor,Planet
127,f,geophysics,professor,Earth
128,m,"geobiology, geology",professor,Earth
129,f,planetary science,professor,Planet
130,m,planetary science,professor,Planet
131,m,geology,professor,Earth
132,f,geophysics,professor,Earth
133,m,"geobiology, ecology, biogeochemistry",professor,Earth
134,f,"geobiology, geochemistry, biogeochemistry",professor,Earth
135,f,"biogeochemistry, ecology, geobiology",professor,Earth
136,m,"geochemistry, geology",professor,Earth
137,m,"climate dynamics, atmospheric dynamics",professor,Atmosphere
138,m,"biogeochemistry, geochemistry, geobiology",professor,Earth
139,m,geophysics,professor,Earth
140,m,"geophysics, planetary science",professor,Planet
141,f,"geology, geophysics",professor,Earth
142,m,geology,professor,Earth
143,m,physical oceanography,professor,Ocean
144,m,geophysics,professor,Earth
145,m,atmospheric chemistry,professor,Atmosphere
146,m,geology,professor,Earth
147,m,"planetary science, atmospheric chemistry",professor,Planet
148,m,geophysics,assistant professor,Earth
149,f,gis/engineering,assistant professor,
150,m,"geology, planetary science",assistant professor,Planet
151,f,geomorphology,assistant professor,Earth
152,m,geology,assistant professor,Earth
153,f,geology,associate professor,Earth
154,f,geochemistry,associate professor,Earth
155,m,geology,associate professor,Earth
156,f,"geology, gis/engineering",associate professor,Earth
157,f,geophysics,professor,Earth
158,m,hydrology,professor,
159,m,geology,professor,Earth
160,f,geochemistry,professor,Earth
161,m,"geology, geochemistry",professor,Earth
162,m,geology,professor,Earth
163,f,geology,professor,Earth
164,m,geology,professor,Earth
165,f,"hydrology, geophysics",professor,Earth
166,m,geology,professor,Earth
167,f,geology,professor,Earth
168,f,geophysics,assistant professor,Earth
169,m,geophysics,assistant professor,Earth
170,m,glaciology,assistant professor,
171,m,geophysics,associate professor,Earth
172,m,geophysics,associate professor,Earth
173,m,geophysics,associate professor,Earth
174,m,geophysics,professor,Earth
175,m,geophysics,professor,Earth
176,m,geophysics,professor,Earth
177,f,geophysics,professor,Earth
178,m,geophysics,professor,Earth
179,m,seismology,professor,
180,m,geophysics,professor,Earth
181,m,atmospheric chemistry,professor,Atmosphere
182,f,atmospheric dynamics,assistant professor,Atmosphere
183,f,climate dynamics,assistant professor,
184,f,atmospheric dynamics,associate professor,Atmosphere
185,m,atmospheric dynamics,associate professor,Atmosphere
186,f,"atmospheric chemistry, atmospheric dynamics",associate professor,Atmosphere
187,f,atmospheric chemistry,associate professor,Atmosphere
188,m,atmospheric chemistry,associate professor,Atmosphere
189,m,atmospheric dynamics,associate professor,Atmosphere
190,m,"atmospheric chemistry, geochemistry",professor,Atmosphere
191,m,"biogeochemistry, atmospheric dynamics",professor,Atmosphere
192,m,climate dynamics,professor,
193,f,atmospheric chemistry,professor,Atmosphere
194,m,"atmospheric dynamics, hydrology",professor,Atmosphere
195,m,atmospheric dynamics,professor,Atmosphere
196,m,atmospheric dynamics,professor,Atmosphere
197,m,atmospheric dynamics,professor,Atmosphere
198,m,atmospheric dynamics,professor,Atmosphere
199,f,atmospheric dynamics,professor,Atmosphere
200,m,atmospheric dynamics,professor,Atmosphere
201,m,geomorphology,assistant professor,Earth
202,m,geophysics,assistant professor,Earth
203,m,"geochemistry, paleoclimate",assistant professor,Earth
204,m,geology,assistant professor,Earth
205,f,geology,assistant professor,Earth
206,m,geology,associate professor,Earth
207,m,"geology, geochemistry",associate professor,Earth
208,m,"hydrology, geology",associate professor,Earth
209,m,"hydrology, geology, geophysics",associate professor,Earth
210,m,geophysics,associate professor,Earth
211,f,geology,associate professor,Earth
212,m,geophysics,professor,Earth
213,m,geology,professor,Earth
214,f,"geochemistry, paleoclimate",professor,Earth
215,m,geophysics,professor,Earth
216,f,geomorphology,professor,Earth
217,f,geomorphology,professor,Earth
218,m,atmospheric dynamics,professor,Atmosphere
219,m,atmospheric dynamics,professor,Atmosphere
220,m,geochemistry,professor,Earth
221,m,geophysics,professor,Earth
222,f,"geophysics, plaleoclimate",assistant professor,Earth
223,f,atmospheric chemistry,assistant professor,Atmosphere
224,m,glaciology,assistant professor,
225,m,geochemistry,assistant professor,Earth
226,m,physical oceanography,associate professor,Ocean
227,m,"biogeochemistry, climate dynamics",associate professor,Earth
228,m,"geophysics, glaciology",associate professor,Earth
229,f,geophysics,associate professor,Earth
230,m,geology,professor,Earth
231,m,"biogeochemistry, ecology",professor,Earth
232,m,"geochemistry, paleoclimate",professor,Earth
233,m,"biogeochemistry, biological oceanography",professor,Ocean
234,f,"biogeochemistry, biological oceanography",professor,Ocean
235,m,"atmospheric chemistry, climate dynamics",professor,Atmosphere
236,m,geophysics,professor,Earth
237,f,atmospheric chemistry,professor,Atmosphere
238,m,geochemistry,professor,Earth
239,m,physical oceanography,professor,Ocean
240,m,biogeochemistry,professor,Earth
241,m,geochemistry,professor,Earth
242,f,"geology, geochemistry, paleoclimate",professor,Earth
243,f,paleoclimate,professor,
244,m,"geophysics, geochemistry",professor,Earth
245,f,"biogeochemistry, chemical oceanography, biological oceanography",professor,Ocean
246,f,"geochemistry, geology",professor,Earth
247,m,geophysics,professor,Earth
248,m,"geochemistry, geology, paleoclimate",professor,Earth
249,f,geochemistry,professor,Earth
250,f,"paleoclimate, marine geology",professor,Earth
251,m,geophysics,professor,Earth
252,f,geophysics,professor,Earth
253,f,geophysics,professor,Earth
255,m,"geophysics, hydrology, geology",assistant professor,Earth
256,m,atmospheric dynamics,assistant professor,Atmosphere
257,f,geochemistry,assistant professor,Earth
258,m,climate dynamics,assistant professor,
259,f,atmospheric dynamics,assistant professor,Atmosphere
260,m,climate dynamics,associate professor,
261,m,geochemistry,associate professor,Earth
262,f,geophysics,associate professor,Earth
263,f,geophysics,associate professor,Earth
264,m,geophysics,professor,Earth
265,m,paleontology,professor,
266,m,geophysics,professor,Earth
267,m,climate dynamics,professor,
268,m,"biogeochemistry, geochemistry",professor,Earth
269,m,biological oceanography,professor,Ocean
270,m,atmospheric dynamics,professor,Atmosphere
271,f,hydrology,professor,
272,f,climate dynamics,professor,
273,f,geology,professor,Earth
274,m,geophysics,professor,Earth
275,f,atmospheric dynamics,professor,Atmosphere
276,f,ecology,professor,
277,f,physical oceanography,assistant professor,Ocean
278,f,"climate dynamics, geochemistry, paleoclimate",assistant professor,Earth
279,m,"glaciology, physical oceanography",assistant professor,Ocean
280,f,"biogeochemistry, chemical oceanography",assistant professor,Ocean
281,m,climate dynamics,assistant professor,
282,m,atmospheric dynamics,assistant professor,Atmosphere
283,m,"atmospheric dynamics, climate dynamics",associate professor,Atmosphere
284,m,climate dynamics,associate professor,
285,f,atmospheric dynamics,associate professor,Atmosphere
286,m,"climate dynamics, biological oceanography, geopolitics/impacts",associate professor,Ocean
287,f,atmospheric chemistry,associate professor,Atmosphere
288,f,"biogeochemistry, chemical oceanography, biological oceanography",associate professor,Ocean
289,f,atmospheric dynamics,associate professor,Atmosphere
290,m,atmospheric dynamics,associate professor,Atmosphere
291,f,"physical oceanography, climate dynamics",professor,Ocean
292,m,atmospheric dynamics,professor,Atmosphere
293,f,atmospheric chemistry,professor,Atmosphere
294,m,atmospheric chemistry,professor,Atmosphere
295,m,atmospheric chemistry,professor,Atmosphere
296,m,atmospheric dynamics,professor,Atmosphere
297,m,atmospheric dynamics,professor,Atmosphere
298,f,"geochemistry, hydrology, education",assistant professor,Earth
299,f,"geology, geophysics",assistant professor,Earth
300,f,planetary science,assistant professor,Planet
301,m,"geochemistry, geobiology",assistant professor,Earth
302,m,"paleoclimate, climate dynamics, geochemistry",assistant professor,Earth
303,m,"biogeochemistry, geochemistry, geobiology, paleoclimate, paleoceanography",assistant professor,Ocean
304,m,"paleobiology, paleontology",assistant professor,
305,f,"geochemistry, paleoclimate",assistant professor,Earth
306,m,geology,assistant professor,Earth
307,m,"geophysics, gemorphology",assistant professor,Earth
308,m,geology,associate professor,Earth
309,f,"geomorphology, geology",associate professor,Earth
310,m,geobiology,associate professor,Earth
311,m,geomorphology,professor,Earth
312,f,"geochemistry, hydology",professor,Earth
313,m,geology,professor,Earth
314,f,"ecology, geobiology, paleobiology",professor,Earth
315,f,paleontology,professor,
316,m,geochemistry,professor,Earth
317,f,geology,professor,Earth
318,f,"hydrology, geology",professor,Earth
319,m,"planetary science, geology, geomorphology, geobiology",professor,Planet
320,m,"planetary science, geobiology, geology",professor,Planet
321,m,"geology, geophysics",professor,Earth
322,f,geology,professor,Earth
323,m,"biogeochemistry, physical oceanography, chemical oceanography, biological oceanography, paleoceanography",professor,Ocean
324,m,"paleoclimate, geology",professor,Earth
325,m,geochemistry,professor,Earth
326,m,geology,professor,Earth
327,m,"geology, geophysics",professor,Earth
328,f,geophysics,professor,Earth
329,m,"biogeochemistry, hydrology",professor,Earth
330,m,"geology, geochemistry",professor,Earth
331,f,geobiology,professor,Earth
332,f,geophysics,professor,Earth
333,m,geomorphology,professor,Earth
334,m,geology,professor,Earth
335,m,geochemistry,professor,Earth
336,f,"climate dynamics, geochemistry, paleoclimate",assistant professor,Earth
337,m,"biological oceanography, ecology",assistant professor,Ocean
338,m,"atmospheric dynamics, climate dynamics",assistant professor,Atmosphere
339,f,"geochemistry, geology",assistant professor,Earth
340,f,atmospheric dynamics,assistant professor,Atmosphere
341,m,"geochemistry, biogeochemistry, paleoclimate",assistant professor,Earth
342,m,atmospheric dynamics,associate professor,Atmosphere
343,f,"biological oceanography, ecology",associate professor,Ocean
344,f,"biological oceanography, resource management",associate professor,Ocean
345,m,atmospheric chemistry,associate professor,Atmosphere
346,f,"biogeochemistry, geochemistry",associate professor,Earth
347,f,"biological oceanography, ecology",associate professor,Ocean
348,m,geology,associate professor,Earth
349,m,"biogeochemistry, paleoclimate, geochemistry, paleoceanography",associate professor,Ocean
350,m,biogeochemistry,associate professor,Earth
351,m,"biological oceanography, biogeochemistry",associate professor,Ocean
352,m,"atmospheric dynamics, climate dynamics",associate professor,Atmosphere
353,m,"atmospheric dynamics, climate dynamics",associate professor,Atmosphere
354,m,atmospheric dynamics,professor,Atmosphere
355,m,atmospheric dynamics,professor,Atmosphere
356,m,"chemical oceanography, geology, geochemistry",professor,Ocean
357,m,"climate dynamics, physical oceanography",professor,Ocean
358,m,"climate dynamics, physical oceanography",professor,Ocean
359,m,physical oceanography,professor,Ocean
360,m,atmospheric dynamics,professor,Atmosphere
361,m,atmospheric dynamics,professor,Atmosphere
362,m,ecology,professor,
363,m,"geochemistry, planetary science",professor,Planet
364,m,atmospheric dynamics,professor,Atmosphere
365,m,biological oceanography,professor,Ocean
366,m,climate dynamics,professor,
367,f,atmospheric dynamics,professor,Atmosphere
368,m,atmospheric dynamics,professor,Atmosphere
369,m,geochemistry,professor,Earth
370,m,geology,professor,Earth
371,f,"geochemistry, paleoclimate, biogeochemistry",professor,Earth
372,m,hydrology,professor,
375,f,glaciology,assistant professor,
376,m,atmospheric dynamics,assistant professor,Atmosphere
377,f,atmospheric chemistry,assistant professor,Atmosphere
378,m,geology,assistant professor,Earth
379,m,atmospheric chemistry,assistant professor,Atmosphere
380,f,"ecology, paleobiology",assistant professor,
381,m,geophysics,assistant professor,Earth
382,m,"biogeochemistry, chemical oceanography, atmospheric chemistry, geochemistry",assistant professor,Ocean
383,f,geology,assistant professor,Earth
384,m,glaciology,assistant professor,
385,f,"biogeochemistry, geobiology, geochemistry",associate professor,Earth
386,m,"physical oceanography, biogeochemistry",associate professor,Ocean
387,m,atmospheric chemistry,associate professor,Atmosphere
388,f,"geophysics, geobiology, glaciology",associate professor,Earth
389,m,"planetary science, geophysics",associate professor,Planet
390,f,"biogeochemistry, chemical oceanography, geochemistry",associate professor,Ocean
391,m,"planetary science, geophysics",associate professor,Planet
392,f,physical oceanography,professor,Ocean
393,m,atmospheric dynamics,professor,Atmosphere
394,f,"biogeochemistry, paleoclimate, geochemistry",professor,Earth
395,m,"atmospheric dynamics, hydrology",professor,Atmosphere
396,m,"climate dynamics, physical oceanography",professor,Ocean
397,m,geophysics,professor,Earth
398,m,atmospheric chemistry,professor,Atmosphere
399,m,"biogeochemistry, geochemistry, atmospheric chemistry",professor,Atmosphere
400,f,physical oceanography,professor,Ocean
401,f,"paleoceanography, geochemistry",professor,Ocean
402,m,geophysics,professor,Earth
403,m,geophysics,professor,Earth
404,f,atmospheric chemistry,professor,Atmosphere
405,m,"geochemistry, geobiology, biogeochemistry",professor,Earth
406,m,atmospheric chemistry,professor,Atmosphere
407,m,atmospheric chemistry,professor,Atmosphere
408,f,geophysics,assistant professor,Earth
409,f,planetary science,assistant professor,Planet
410,m,"planetary science, geophysics",assistant professor,Planet
411,f,"atmospheric dynamics, climate dynamics",assistant professor,Atmosphere
412,m,"atmospheric dynamics, hydrology",assistant professor,Atmosphere
413,m,atmospheric chemistry,professor,Atmosphere
414,m,geophysics,professor,Earth
415,m,atmospheric dynamics,professor,Atmosphere
416,m,climate dynamics,professor,
417,f,geophysics,professor,Earth
418,m,atmospheric chemistry,professor,Atmosphere
419,m,geochemistry,professor,Earth
420,m,"geochemistry, geobiology",professor,Earth
421,m,"geology, geobiology, paleontology",professor,Earth
422,m,atmospheric dynamics,professor,Atmosphere
423,m,geochemistry,professor,Earth
424,m,atmospheric chemistry,professor,Atmosphere
425,m,geophysics,professor,Earth
426,m,geophysics,professor,Earth
427,f,"geochemistry, biological oceanography, chemical oceanography",professor,Ocean
428,m,"geophysics, glaciology, hydrology",professor,Earth
429,m,"climate dynamics, geochemistry",professor,Earth
430,m,geology,professor,Earth
431,m,"climate dynamics, physical oceanography",professor,Ocean
432,m,atmospheric chemistry,professor,Atmosphere
433,m,climate dynamics,assistant professor,
434,m,climate dynamics,assistant professor,
435,m,atmospheric dynamics,assistant professor,Atmosphere
436,f,geochemistry,assistant professor,Earth
437,m,"geology, geophysics",associate professor,Earth
438,m,atmospheric dynamics,associate professor,Atmosphere
439,m,paleontology,associate professor,
440,m,geomorphology,associate professor,Earth
441,m,"biogeochemistry, paleoclimate, geochemistry",professor,Earth
442,m,geophysics,professor,Earth
443,f,"geobiology, paleoclimate",professor,Earth
444,m,geophysics,professor,Earth
445,m,paleontology,professor,
446,m,"geology, geobiology ",professor,Earth
447,m,geochemistry,professor,Earth
448,f,ecology,assistant professor,
449,f,"geochemistry, geobiology, geology, biogeochemistry",assistant professor,Earth
450,f,"atmospheric chemistry, planetary science",assistant professor,Planet
451,m,"geology, planetary science",assistant professor,Planet
452,f,geology,assistant professor,Earth
453,m,geology,assistant professor,Earth
454,f,geology,assistant professor,Earth
455,m,"climate dynamics, hydrology",associate professor,
456,m,"biogeochemistry, physical oceanography",professor,Ocean
457,m,physical oceanography,professor,Ocean
458,m,planetary science,professor,Planet
459,m,planetary science,professor,Planet
460,f,"planetary science, geophysics",professor,Planet
461,m,planetary science,professor,Planet
462,m,"geochemistry, geobiology",professor,Earth
463,m,atmospheric dynamics,professor,Atmosphere
464,m,"geology, geomorphology",assistant professor,Earth
465,f,geology,assistant professor,Earth
466,f,geophysics,assistant professor,Earth
467,f,"geomorphology, geology",assistant professor,Earth
468,m,"geochemistry, paleoclimate",assistant professor,Earth
469,m,"paleoclimate, paleoceanography",associate professor,Ocean
470,m,"geochemistry, planetary science",associate professor,Planet
471,f,geophysics,associate professor,Earth
472,m,geology,associate professor,Earth
473,m,geochemistry,professor,Earth
474,m,"geology, marine geology",professor,Earth
475,m,geology,professor,Earth
476,m,geology,professor,Earth
477,m,climate dynamics,professor,
478,f,geology,professor,Earth
479,m,"geology, paleoclimate, geochemistry",professor,Earth
480,m,geology,professor,Earth
481,m,"geophysics, geology",professor,Earth
482,m,"geology, geochemistry, geophysics",professor,Earth
483,f,"geobiology, paleoclimate, geology",professor,Earth
484,f,"hydrology, geochemistry, ecology",professor,Earth
485,f,"biogeochemistry, ecology",assistant professor,Earth
486,m,ecology,assistant professor,
487,f,ecology,assistant professor,
488,m,"hydrology, biological oceanography",assistant professor,Ocean
489,m,ecology,assistant professor,
490,m,"biogeochemistry, geomorphology, geology",assistant professor,Earth
491,m,ecology,assistant professor,
492,m,"climate dynamics, hydrology",assistant professor,
493,f,"ecology, ocean acoustics",assistant professor,Ocean
494,m,physical oceanography,associate professor,Ocean
495,m,"biogeochemistry, chemical oceanography",associate professor,Ocean
496,m,"biogeochemistry, resource management",associate professor,Earth
497,m,"geology, marine geology, geomorphology",associate professor,Earth
498,m,"physical oceanography, biogeochemistry",associate professor,Ocean
499,m,ecology,associate professor,
500,f,"ecology, biogeochemistry",associate professor,Earth
501,m,"biogeochemistry, chemical oceanography, hydrology",associate professor,Ocean
502,f,"ecology, biological oceanography",professor,Ocean
503,m,"ecology, biological oceanography, ocean acoustics",professor,Ocean
504,m,"ecology, marine biology",professor,Ocean
505,m,"ecology, chemical oceanography, biological oceanography",professor,Ocean
506,m,"biogeochemistry, chemical oceanography, biological oceanography",professor,Ocean
507,m,"biological oceanography, ecology",professor,Ocean
508,m,physical oceanography,professor,Ocean
509,m,biogeochemistry,professor,Earth
510,m,"ecology, paleobiology, geobiology",professor,Earth
511,f,ecology,professor,
512,m,"atmospheric dynamics, climate dynamics",professor,Atmosphere
513,m,"biological oceanography, ecology, resource management",professor,Ocean
514,m,"biogeochemistry, ecology",professor,Earth
515,f,"physical oceanography, biological oceanography",professor,Ocean
516,m,biogeochemistry,professor,Earth
517,m,"biogeochemistry, chemical oceanography, biological oceanography",assistant professor,Ocean
518,f,"geology, geochemistry, geobiology",assistant professor,Earth
519,f,geophysics,assistant professor,Earth
520,m,atmospheric dynamics,assistant professor,Atmosphere
521,m,planetary science,assistant professor,Planet
522,m,geophysics,assistant professor,Earth
523,m,"glaciology, geophysics",assistant professor,Earth
524,m,geology,assistant professor,Earth
525,f,"geobiology, biogeochemistry",associate professor,Earth
526,m,geobiology,associate professor,Earth
527,m,geology,associate professor,Earth
528,m,paleoclimate,associate professor,
529,m,"atmospheric dynamics, climate dynamics",associate professor,Atmosphere
530,m,"biogeochemistry, chemical oceanography, geobiology, geochemistry",associate professor,Ocean
531,m,planetary science,professor,Planet
532,m,"chemical oceanography, geochemistry",professor,Ocean
533,m,atmospheric dynamics,professor,Atmosphere
534,m,physical oceanography,professor,Ocean
535,m,physical oceanography,professor,Ocean
536,m,"biogeochemistry, chemical oceanography, biological oceanography",professor,Ocean
537,m,geology,professor,Earth
538,m,geophysics,professor,Earth
539,m,geophysics,professor,Earth
540,m,physical oceanography,professor,Ocean
541,m,geophysics,professor,Earth
542,m,"geomorphology, geology",professor,Earth
543,m,"atmospheric chemistry, climate dynamics, biogeochemistry",professor,Atmosphere
544,f,physical oceanography,professor,Ocean
545,m,"geophysics, biogeochemistry, geobiology",professor,Earth
546,f,"geophysics, geology",professor,Earth
547,f,planetary science,professor,Planet
548,f,atmospheric chemistry,professor,Atmosphere
549,m,"geobiology, biogeochemistry",professor,Earth
550,m,geophysics,professor,Earth
551,m,"planetary science, geophysics",professor,Planet
552,m,planetary science,professor,Planet
553,f,geophysics,professor,Earth
554,f,"hydrology, glaciology",assistant professor,
555,m,physical oceanography,assistant professor,Ocean
556,m,"paleoclimate, geology, paleobiology, geochemistry",assistant professor,Earth
557,f,"climate dynamics, atmospheric dynamics, physical oceanography",assistant professor,Ocean
558,m,"ecology, chemical oceanography, biological oceanography",assistant professor,Ocean
559,f,geophysics,assistant professor,Earth
560,m,atmospheric dynamics,associate professor,Atmosphere
561,m,"geology, planetary science",associate professor,Planet
562,m,"biogeochemistry, geochemistry",associate professor,Earth
563,f,"ecology, biogeochemistry",associate professor,Earth
564,m,"geomorphology, paleoclimate, geomorphology",associate professor,Earth
565,m,"atmospheric chemistry, geochemistry, biogeochemistry, ecology",professor,Atmosphere
566,m,geophysics,professor,Earth
567,m,ecology,professor,
568,m,"hydrology, geology",professor,Earth
569,m,paleontology,professor,
570,m,physical oceanography,professor,Ocean
571,m,atmospheric dynamics,professor,Atmosphere
572,f,"geology, land surface processes",professor,Earth
573,m,geopolitics/impacts,professor,Earth
574,m,marine geology,professor,Earth
575,m,education,professor,
576,m,climate dynamics,professor,
577,f,"gis/engineering, ecology, resource management",professor,
578,m,"geology, geomorphology",professor,Earth
579,m,atmospheric dynamics,professor,Atmosphere
580,m,atmospheric chemistry,professor,Atmosphere
581,m,atmospheric dynamics,professor,Atmosphere
582,m,"hydrology, geology",professor,Earth
583,m,atmospheric dynamics,professor,Atmosphere
584,f,atmospheric dynamics,professor,Atmosphere
585,f,geology,assistant professor,Earth
586,m,geophysics,assistant professor,Earth
587,f,paleontology,assistant professor,
588,f,"hydrology, ecology, resource management",assistant professor,
589,f,"geophysics, marine geology",associate professor,Earth
590,m,biogeochemistry,associate professor,Earth
591,m,geochemistry,associate professor,Earth
592,m,geology,associate professor,Earth
593,f,"geochemistry, biogeochemistry, paleoceanography",associate professor,Ocean
594,m,"geopolitics/impacts, resource management, hydrology",associate professor,Earth
595,m,"hydrology, geology",associate professor,Earth
596,m,"geophysics, geology",associate professor,Earth
597,f,"hydrology, geology",associate professor,Earth
598,m,"hydrology, geophysics",professor,Earth
599,m,"geology, paleontology",professor,Earth
600,m,geology,professor,Earth
601,m,"geophysics, geology",professor,Earth
602,f,"geochemistry, hydrology, geology",professor,Earth
603,m,geochemistry,professor,Earth
604,m,hydrology,professor,
605,f,"biogeochemistry, paleoceanography, chemical oceanography",professor,Ocean
606,m,glaciology,professor,
607,m,paleontology,professor,
608,m,geobiology,professor,Earth
609,m,"hydrology, geology, geochemistry",professor,Earth
610,f,geology,professor,Earth
611,m,"hydrology, geology",professor,Earth
612,m,geophysics,professor,Earth
613,m,"paleoclimate, glaciology",professor,
614,f,geopolitics/impacts,assistant professor,Earth
615,f,"geopolitics/impacts, sustainability",assistant professor,Earth
616,f,geopolitics/impacts,assistant professor,Earth
617,m,atmospheric dynamics,associate professor,Atmosphere
618,m,atmospheric dynamics,associate professor,Atmosphere
619,m,"climate dynamics, paleoclimate",associate professor,
620,m,university administration,associate professor,
621,m,geopolitics/impacts,associate professor,Earth
622,m,"land surface processes, gis/engineering",professor,
623,m,geopolitics/impacts,professor,Earth
624,f,geopolitics/impacts,professor,Earth
625,m,geopolitics/impacts,professor,Earth
626,m,gis/engineering,professor,
627,m,climate dynamics,professor,
628,f,geopolitics/impacts,professor,Earth
629,m,climate dynamics,professor,
630,f,geopolitics/impacts,professor,Earth
631,m,gis/engineering,professor,
632,f,paleoclimate,professor,
633,f,"land surface processes, gis/engineering",professor,
634,m,gis/engineering,professor,
635,m,"hydrology, climate dynamics",professor,
636,f,geopolitics/impacts,professor,Earth
637,m,geopolitics/impacts,professor,Earth
638,m,"geopolitics/impacts, sustainability",professor,Earth
640,m,"biogeochemistry, geochemistry",assistant professor,Earth
641,m,paleoclimate,assistant professor,
642,f,geology,assistant professor,Earth
643,f,"geochemistry, geobiology",assistant professor,Earth
644,f,ecology,assistant professor,
645,m,physical oceanography,assistant professor,Ocean
